Circle Name,Division Name,Name of Zone,code,name,division_id,short_code,address,phone_no,circle_id,region_id
Betul (O&M),Betul South,Betul T,2294317,Betul (O&M),52,BTL,Betul,1912,16,3
Betul (O&M),Betul South,Betul Rural,2294304,Betul (O&M),52,BTR,Betul Rural,1912,16,3
Betul (O&M),Betul South,Athner,2294316,Betul (O&M),52,ATH,Athner,1912,16,3
Betul (O&M),Betul South,Betul Bazar,2294318,Betul (O&M),52,BBZ,Betul Bazar,1912,16,3
Betul (O&M),Betul South,Bhainsdehi,2294319,Betul (O&M),52,BND,Bhainsdehi,1912,16,3
Betul (O&M),Betul South,Khedi,2294320,Betul (O&M),52,KDI,Khedi,1912,16,3
Betul (O&M),Betul South,Jhallar,2294321,Betul (O&M),52,JLL,Jhallar,1912,16,3
Betul (O&M),Betul South,Padhar,2294322,Betul (O&M),52,PDH,Padhar,1912,16,3
Betul (O&M),Betul South,Satner,2294323,Betul (O&M),52,STN,Satner,1912,16,3
Betul (O&M),Betul South,Sawalmendha,2294324,Betul (O&M),52,SWM,Sawalmendha,1912,16,3
Betul (O&M),Betul South,Betul Zone 2,2294327,Betul (O&M),52,BTS,Betul Zone 2,1912,16,3
